variant,fold,seed,mode,delete_precision,delete_recall,delete_f1,auroc,auprc,tp,fp,fn
POOLED_SOURCE_AWARE,2,67,LEARNED_UNGATED,0.5481927710843374,0.7755681818181818,0.6423529411764706,0.8653137233579817,0.7499373074525594,273,225,79
POOLED_SOURCE_AWARE,3,17,LEARNED_UNGATED,0.5732484076433121,0.7563025210084033,0.6521739130434783,0.9090643451625254,0.7709993322981608,90,67,29
POOLED_SOURCE_AWARE,3,17,LEARNED_SELECTIVE,0.8181818181818182,0.6050420168067226,0.6956521739130435,0.9090643451625254,0.7709993322981608,72,16,47
POOLED_SOURCE_AWARE,3,29,LEARNED_UNGATED,0.5897435897435898,0.773109243697479,0.6690909090909091,0.9215182475868045,0.7863633489885969,92,64,27
POOLED_SOURCE_AWARE,3,29,LEARNED_SELECTIVE,0.8275862068965517,0.6050420168067226,0.6990291262135923,0.9215182475868045,0.7863633489885969,72,15,47
POOLED_SOURCE_AWARE,3,41,LEARNED_UNGATED,0.5428571428571428,0.7983193277310925,0.6462585034013606,0.9289341635934949,0.7963176965409408,95,80,24
POOLED_SOURCE_AWARE,3,41,LEARNED_SELECTIVE,0.8860759493670886,0.5882352941176471,0.7070707070707071,0.9289341635934949,0.7963176965409408,70,9,49
POOLED_SOURCE_AWARE,3,53,LEARNED_UNGATED,0.5207100591715976,0.7394957983193278,0.6111111111111112,0.8919553432883945,0.7450124583797298,88,81,31
POOLED_SOURCE_AWARE,3,53,LEARNED_SELECTIVE,0.8433734939759037,0.5882352941176471,0.693069306930693,0.8919553432883945,0.7450124583797298,70,13,49
POOLED_SOURCE_AWARE,3,67,LEARNED_UNGATED,0.5269461077844312,0.7394957983193278,0.6153846153846154,0.9111601475122423,0.7324521812906685,88,79,31
POOLED_SOURCE_AWARE,3,67,LEARNED_SELECTIVE,0.8554216867469879,0.5966386554621849,0.7029702970297029,0.9111601475122423,0.7324521812906685,71,12,48
POOLED_SOURCE_AWARE,4,17,LEARNED_UNGATED,0.5397727272727273,0.6291390728476821,0.581039755351682,0.8564759526652915,0.6695289674226492,95,81,56
POOLED_SOURCE_AWARE,4,17,LEARNED_SELECTIVE,0.9444444444444444,0.33774834437086093,0.4975609756097561,0.8564759526652915,0.6695289674226492,51,3,100
POOLED_SOURCE_AWARE,4,29,LEARNED_UNGATED,0.521978021978022,0.6291390728476821,0.5705705705705706,0.858577477239946,0.68589440776122,95,87,56
POOLED_SOURCE_AWARE,4,29,LEARNED_SELECTIVE,0.9807692307692307,0.33774834437086093,0.5024630541871922,0.858577477239946,0.68589440776122,51,1,100
